DVD_Bluray_Comb,year,date,rank,previous_rank,name,units_this_week,change,total_unites,spending_this_week,total_spending,weeks
Comb,2014,5-Jan,23,-,The Secret Life of Walter Mitty,"48,825",-,"238,863","$633,260 ","$3,096,153 ",4
dvd,2014,5-Jan,23,11,Monsters University,"46,126",-65%,"2,924,423","$836,264 ","$49,981,192 ",10
Comb,2014,5-Jan,24,-,2 Guns,"48,556",-,"926,155","$543,513 ","$16,604,793 ",7
dvd,2014,5-Jan,24,15,Disney Planes,"44,982",-60%,"2,184,078","$843,862 ","$38,279,007 ",7
Comb,2014,5-Jan,25,-,Doc Martin: Series 6,"48,475",-,"277,438","$1,462,976 ","$6,497,872 ",4
dvd,2014,5-Jan,25,13,Pitch Perfect,"38,761",-67%,"4,365,397","$292,374 ","$68,733,630 ",55
Comb,2014,5-Jan,26,-,Mary Poppins,"46,108",-,"6,916,242","$1,085,247 ","$144,451,455 ",824
dvd,2014,5-Jan,26,29,Burn Notice: Season Seven,"37,187",-17%,"118,342","$1,319,767 ","$3,860,231 ",3
Comb,2014,5-Jan,27,-,Pitch Perfect,"44,241",-,"5,336,233","$421,919 ","$96,891,914 ",55
dvd,2014,5-Jan,27,26,Justified Season: The Complete Fourth Season,"35,121",-45%,"146,541","$1,114,389 ","$4,796,498 ",3
dvd,2014,5-Jan,28,-,White House Down,"34,764",1%,"712,267","$492,258 ","$12,342,823 ",9
Comb,2014,5-Jan,28,-,Turbo,"43,083",-,"3,145,283","$800,240 ","$60,175,340 ",8
Comb,2014,5-Jan,29,-,Pacific Rim,"40,591",-,"2,596,863","$490,384 ","$44,168,671 ",12
dvd,2014,5-Jan,29,-,The Hunger Games,"33,770",-18%,"8,910,614","$281,642 ","$138,821,979 ",73
Comb,2014,5-Jan,30,-,The Hunger Games,"39,955",-,"12,116,770","$372,868 ","$201,456,575 ",73
dvd,2014,5-Jan,30,22,Turbo,"33,323",-57%,"2,093,625","$644,180 ","$37,551,582 ",8
bluray,2014,12-Jan,1,1,Despicable Me 2,"94,901",-46%,"4,950,033","$1,897,071 ","$98,938,121 ",5
dvd,2014,12-Jan,1,new,Duck Dynasty: Season 4,"249,910",,"249,910","$2,497,226 ","$2,497,226 ",1
Comb,2014,12-Jan,1,-,Duck Dynasty: Season 4,"261,791",-,"261,791","$2,657,377 ","$2,657,377 ",1
bluray,2014,12-Jan,2,new,Runner Runner,"69,895",,"69,895","$1,395,096 ","$1,395,096 ",1
dvd,2014,12-Jan,2,1,Despicable Me 2,"164,649",-51%,"5,069,059","$2,795,740 ","$85,780,116 ",5
Comb,2014,12-Jan,2,-,Despicable Me 2,"259,550",-,"10,019,092","$4,692,811 ","$184,718,237 ",5
bluray,2014,12-Jan,3,4,Percy Jackson: Sea of Monsters,"66,900",-21%,"855,218","$1,669,835 ","$20,440,118 ",4
dvd,2014,12-Jan,3,new,Runner Runner,"111,825",,"111,825","$1,672,902 ","$1,672,902 ",1
Comb,2014,12-Jan,3,-,Runner Runner,"181,720",-,"181,720","$3,067,998 ","$3,067,998 ",1
bluray,2014,12-Jan,4,3,Fast and Furious 6,"47,227",-49%,"2,753,375","$1,669,019 ","$66,808,943 ",5
dvd,2014,12-Jan,4,3,Percy Jackson: Sea of Monsters,"109,596",-28%,"1,109,532","$2,187,536 ","$18,029,313 ",4
Comb,2014,12-Jan,4,-,Percy Jackson: Sea of Monsters,"176,496",-,"1,964,750","$3,857,371 ","$38,469,431 ",4
bluray,2014,12-Jan,5,7,The Wolverine,"44,258",-26%,"1,830,832","$883,390 ","$37,553,028 ",6
dvd,2014,12-Jan,5,new,MURPH: The Protector,"88,241",,"88,241","$878,880 ","$878,880 ",1
Comb,2014,12-Jan,5,-,Fast and Furious 6,"123,257",-,"5,439,709","$2,960,769 ","$112,449,758 ",5
bluray,2014,12-Jan,6,6,The Lone Ranger,"39,083",-37%,"775,639","$778,926 ","$17,831,996 ",4
dvd,2014,12-Jan,6,2,Fast and Furious 6,"76,030",-53%,"2,686,334","$1,291,750 ","$45,640,815 ",5
Comb,2014,12-Jan,6,-,Man of Steel,"108,012",-,"4,867,835","$1,629,814 ","$95,119,413 ",9
bluray,2014,12-Jan,7,2,Man of Steel,"37,437",-61%,"2,847,955","$778,680 ","$58,987,534 ",9
dvd,2014,12-Jan,7,4,Man of Steel,"70,575",-41%,"2,019,880","$851,134 ","$36,131,879 ",9
Comb,2014,12-Jan,7,-,The Lone Ranger,"104,525",-,"1,780,376","$1,773,644 ","$35,862,373 ",4
bluray,2014,12-Jan,8,5,Elysium,"34,653",-44%,"655,654","$824,397 ","$15,498,913 ",4
dvd,2014,12-Jan,8,5,The Lone Ranger,"65,442",-41%,"1,004,737","$994,718 ","$18,030,377 ",4
Comb,2014,12-Jan,8,-,The Wolverine,"101,088",-,"3,662,306","$1,944,974 ","$66,861,707 ",6
bluray,2014,12-Jan,9,8,Don Jon,"31,669",-45%,"89,391","$569,733 ","$1,608,150 ",2
dvd,2014,12-Jan,9,7,Don Jon,"60,908",-40%,"162,222","$911,184 ","$2,298,172 ",2
Comb,2014,12-Jan,9,-,MURPH: The Protector,"100,982",-,"100,982","$1,069,491 ","$1,069,491 ",1
bluray,2014,12-Jan,10,13,The Family,"20,834",-29%,"203,196","$414,381 ","$3,695,072 ",4
dvd,2014,12-Jan,10,new,The Virginian,"60,421",,"60,421","$601,793 ","$601,793 ",1
Comb,2014,12-Jan,10,-,Don Jon,"92,577",-,"251,613","$1,480,917 ","$3,906,322 ",2
bluray,2014,12-Jan,11,16,Mary Poppins,"19,755",-12%,"252,506","$592,440 ","$6,759,355 ",825
dvd,2014,12-Jan,11,11,The Wolverine,"56,830",-36%,"1,831,474","$1,061,584 ","$29,308,679 ",6
Comb,2014,12-Jan,11,-,Elysium,"84,685",-,"1,297,978","$1,724,473 ","$27,114,788 ",4
bluray,2014,12-Jan,12,11,The Hobbit: An Unexpected Journey,"19,045",-39%,"3,134,834","$475,928 ","$77,988,089 ",43
dvd,2014,12-Jan,12,new,Archer: The Complete Season Four,"56,182",,"56,182","$1,070,829 ","$1,070,829 ",1
Comb,2014,12-Jan,12,-,Archer: The Complete Season Four,"72,081",-,"72,081","$1,468,139 ","$1,468,139 ",1
bluray,2014,12-Jan,13,14,Kick-Ass 2,"18,552",-36%,"258,405","$442,655 ","$5,986,644 ",4
dvd,2014,12-Jan,13,6,Elysium,"50,032",-52%,"642,324","$900,076 ","$11,615,875 ",4
Comb,2014,12-Jan,13,-,The Virginian,"65,089",-,"65,089","$662,293 ","$662,293 ",1
bluray,2014,12-Jan,14,9,We're the Millers,"18,050",-60%,"802,959","$298,008 ","$15,691,618 ",8
dvd,2014,12-Jan,14,26,Burn Notice: Season Seven,"46,930",26%,"165,272","$1,016,504 ","$4,876,735 ",4
Comb,2014,12-Jan,14,-,The Family,"64,466",-,"620,295","$1,067,116 ","$9,934,873 ",4
bluray,2014,12-Jan,15,12,Prisoners,"16,440",-46%,"196,235","$393,402 ","$4,595,350 ",4
dvd,2014,12-Jan,15,10,Prisoners,"44,054",-50%,"426,305","$660,369 ","$6,780,518 ",4
Comb,2014,12-Jan,15,-,The Hobbit: An Unexpected Journey,"61,972",-,"6,402,175","$990,623 ","$101,675,634 ",43
bluray,2014,12-Jan,16,-,Turbo,"16,118",65%,"1,067,776","$257,723 ","$22,881,481 ",9
dvd,2014,12-Jan,16,13,The Family,"43,632",-42%,"417,099","$652,735 ","$6,239,801 ",4
Comb,2014,12-Jan,16,-,Prisoners,"60,494",-,"622,540","$1,053,771 ","$11,375,868 ",4
bluray,2014,12-Jan,17,new,Archer: The Complete Season Four,"15,899",,"15,899","$397,310 ","$397,310 ",1
dvd,2014,12-Jan,17,16,The Hobbit: An Unexpected Journey,"42,927",-24%,"3,267,341","$514,695 ","$23,687,545 ",43
Comb,2014,12-Jan,17,-,RED 2,"56,348",-,"2,074,217","$922,091 ","$28,743,936 ",7
bluray,2014,12-Jan,18,19,RED 2,"15,887",-27%,"681,806","$316,794 ","$7,496,562 ",7
dvd,2014,12-Jan,18,-,The Heat,"42,272",59%,"2,155,479","$842,904 ","$35,324,923 ",13
Comb,2014,12-Jan,18,-,The Heat,"54,509",-,"3,173,162","$1,052,165 ","$56,252,072 ",13
bluray,2014,12-Jan,19,21,Pacific Rim,"15,690",-24%,"1,630,654","$385,503 ","$27,282,497 ",13
dvd,2014,12-Jan,19,14,RED 2,"40,461",-31%,"1,392,411","$605,297 ","$21,247,374 ",7
Comb,2014,12-Jan,19,-,We're the Millers,"54,107",-,"2,417,065","$812,541 ","$41,540,418 ",8
bluray,2014,12-Jan,20,new,Closed Circuit,"15,252",,"15,252","$353,095 ","$353,095 ",1
dvd,2014,12-Jan,20,18,The Smurfs 2,"40,150",-21%,"922,760","$598,636 ","$15,959,119 ",6
Comb,2014,12-Jan,20,-,Sweetwater,"53,204",-,"154,642","$679,173 ","$1,977,532 ",2
dvd,2014,12-Jan,21,8,Insidious Chapter 2,"39,988",-59%,"282,587","$719,384 ","$2,471,454 ",3
Comb,2014,12-Jan,21,-,Insidious Chapter 2,"49,407",-,"423,283","$924,153 ","$3,488,410 ",3
dvd,2014,12-Jan,22,12,Sweetwater,"39,531",-48%,"116,032","$460,536 ","$1,380,843 ",2
Comb,2014,12-Jan,22,-,The Smurfs 2,"48,596",-,"1,397,126","$779,127 ","$26,436,934 ",6
dvd,2014,12-Jan,23,9,We're the Millers,"36,057",-63%,"1,614,106","$514,533 ","$25,848,800 ",8
Comb,2014,12-Jan,23,-,Kick-Ass 2,"48,524",-,"545,437","$1,037,899 ","$11,487,779 ",4
dvd,2014,12-Jan,24,21,Doc Martin: Series 6,"35,744",-26%,"313,182","$1,214,939 ","$7,712,810 ",5
Comb,2014,12-Jan,24,-,Burn Notice: Season Seven,"46,930",-,"165,272","$1,016,504 ","$4,876,735 ",4
dvd,2014,12-Jan,25,24,Disney Planes,"35,354",-21%,"2,219,432","$703,545 ","$38,982,552 ",8
Comb,2014,12-Jan,25,-,Turbo,"46,576",-,"3,191,859","$866,249 ","$61,041,589 ",9
dvd,2014,12-Jan,26,19,One Direction: This is Us,"35,165",-28%,"561,884","$671,300 ","$10,581,827 ",4
Comb,2014,12-Jan,26,-,Despicable Me,"44,000",-,"15,907,781","$599,383 ","$247,264,159 ",161
dvd,2014,12-Jan,27,-,Duck Dynasty: Seasons 1-3,"34,154",34%,"248,628","$1,177,630 ","$8,464,717 ",6
Comb,2014,12-Jan,27,-,Closed Circuit,"43,734",-,"43,734","$921,596 ","$921,596 ",1
dvd,2014,12-Jan,28,15,Despicable Me,"32,729",-43%,"12,642,605","$425,801 ","$175,665,345 ",161
Comb,2014,12-Jan,28,-,Disney Planes,"43,306",-,"3,462,566","$852,402 ","$64,971,193 ",8
dvd,2014,12-Jan,29,25,Pitch Perfect,"31,691",-18%,"4,397,088","$239,413 ","$68,973,043 ",56
Comb,2014,12-Jan,29,-,Monsters University,"42,665",-,"5,591,570","$962,581 ","$113,227,691 ",11
dvd,2014,12-Jan,30,23,Monsters University,"31,109",-33%,"2,955,532","$618,447 ","$50,599,639 ",11
Comb,2014,12-Jan,30,-,One Direction: This is Us,"42,312",-,"849,939","$818,317 ","$17,161,507 ",4
bluray,2014,19-Jan,1,new,Riddick,"297,941",,"297,941","$6,876,478 ","$6,876,478 ",1
Comb,2014,19-Jan,1,-,Lee Daniels' The Butler,"693,068",-,"693,068","$13,446,667 ","$13,446,667 ",1
dvd,2014,19-Jan,1,new,Lee Daniels' The Butler,"543,466",,"543,466","$9,939,993 ","$9,939,993 ",1
bluray,2014,19-Jan,2,new,Lee Daniels' The Butler,"149,602",,"149,602","$3,506,674 ","$3,506,674 ",1
Comb,2014,19-Jan,2,-,Riddick,"620,803",-,"620,803","$12,752,566 ","$12,752,566 ",1
dvd,2014,19-Jan,2,new,Riddick,"322,862",,"322,862","$5,876,088 ","$5,876,088 ",1
bluray,2014,19-Jan,3,new,Carrie,"76,437",,"76,437","$1,420,959 ","$1,420,959 ",1
dvd,2014,19-Jan,3,new,Carrie,"112,932",,"112,932","$1,692,851 ","$1,692,851 ",1
Comb,2014,19-Jan,3,-,Carrie,"189,369",-,"189,369","$3,113,810 ","$3,113,810 ",1
bluray,2014,19-Jan,4,1,Despicable Me 2,"45,433",-52%,"4,995,466","$907,752 ","$99,845,873 ",6
dvd,2014,19-Jan,4,new,Fruitvale Station,"99,829",,"99,829","$1,526,385 ","$1,526,385 ",1
Comb,2014,19-Jan,4,-,Despicable Me 2,"136,300",-,"10,155,392","$2,451,582 ","$187,169,820 ",6
bluray,2014,19-Jan,5,new,Riddick: The Complete Collection,"38,208",,"38,208","$1,524,497 ","$1,524,497 ",1
dvd,2014,19-Jan,5,2,Despicable Me 2,"90,867",-45%,"5,159,926","$1,543,830 ","$87,323,947 ",6
Comb,2014,19-Jan,5,-,Fruitvale Station,"131,738",-,"131,738","$2,121,178 ","$2,121,178 ",1
bluray,2014,19-Jan,6,new,You're Next,"36,033",,"36,033","$628,415 ","$628,415 ",1
Comb,2014,19-Jan,6,-,You're Next,"113,526",-,"113,526","$1,658,297 ","$1,658,297 ",1
dvd,2014,19-Jan,6,1,Duck Dynasty: Season 4,"79,063",-68%,"328,973","$790,330 ","$3,287,555 ",2
bluray,2014,19-Jan,7,new,Fruitvale Station,"31,909",,"31,909","$594,793 ","$594,793 ",1
Comb,2014,19-Jan,7,-,Duck Dynasty: Season 4,"81,831",-,"343,622","$833,758 ","$3,491,134 ",2
dvd,2014,19-Jan,7,new,You're Next,"77,493",,"77,493","$1,029,882 ","$1,029,882 ",1
bluray,2014,19-Jan,8,3,Percy Jackson: Sea of Monsters,"21,184",-68%,"876,401","$528,107 ","$20,968,225 ",5
Comb,2014,19-Jan,8,-,Enough Said,"63,773",-,"63,773","$1,022,488 ","$1,022,488 ",1
dvd,2014,19-Jan,8,new,Enough Said,"50,086",,"50,086","$749,287 ","$749,287 ",1
bluray,2014,19-Jan,9,4,Fast and Furious 6,"21,050",-55%,"2,774,424","$714,632 ","$67,523,575 ",6
Comb,2014,19-Jan,9,-,Percy Jackson: Sea of Monsters,"60,357",-,"2,025,106","$1,310,000 ","$39,779,431 ",5
dvd,2014,19-Jan,9,new,The Spectacular Now,"41,439",,"41,439","$457,901 ","$457,901 ",1
bluray,2014,19-Jan,10,2,Runner Runner,"19,307",-72%,"89,201","$384,201 ","$1,779,297 ",2
Comb,2014,19-Jan,10,-,Fast and Furious 6,"59,500",-,"5,499,208","$1,367,128 ","$113,816,886 ",6
dvd,2014,19-Jan,10,new,Ambush At Dark Canyon,"40,977",,"40,977","$452,386 ","$452,386 ",1
bluray,2014,19-Jan,11,6,The Lone Ranger,"18,726",-52%,"794,365","$384,249 ","$18,216,245 ",5
Comb,2014,19-Jan,11,-,Runner Runner,"54,154",-,"235,873","$905,512 ","$3,973,510 ",2
dvd,2014,19-Jan,11,4,Percy Jackson: Sea of Monsters,"39,173",-64%,"1,148,705","$781,893 ","$18,811,206 ",5
bluray,2014,19-Jan,12,8,Elysium,"16,169",-53%,"671,823","$401,968 ","$15,900,881 ",5
Comb,2014,19-Jan,12,-,The Lone Ranger,"53,258",-,"1,833,634","$976,818 ","$36,839,191 ",5
dvd,2014,19-Jan,12,6,Fast and Furious 6,"38,450",-49%,"2,724,784","$652,496 ","$46,293,311 ",6
bluray,2014,19-Jan,13,5,The Wolverine,"16,166",-63%,"1,846,998","$322,517 ","$37,875,545 ",7
Comb,2014,19-Jan,13,-,Riddick: The Complete Collection,"52,664",-,"52,664","$1,957,599 ","$1,957,599 ",1
dvd,2014,19-Jan,13,5,MURPH: The Protector,"35,923",-59%,"124,164","$357,793 ","$1,236,673 ",2
bluray,2014,19-Jan,14,new,Enough Said,"13,687",,"13,687","$273,201 ","$273,201 ",1
Comb,2014,19-Jan,14,-,The Spectacular Now,"51,786",-,"51,786","$620,357 ","$620,357 ",1
dvd,2014,19-Jan,14,3,Runner Runner,"34,847",-69%,"146,672","$521,311 ","$2,194,213 ",2
bluray,2014,19-Jan,15,7,Man of Steel,"10,538",-72%,"2,858,493","$205,178 ","$59,192,712 ",10
Comb,2014,19-Jan,15,-,The Wolverine,"43,144",-,"3,705,450","$834,020 ","$67,695,727 ",7
dvd,2014,19-Jan,15,8,The Lone Ranger,"34,532",-47%,"1,039,269","$592,569 ","$18,622,946 ",5
bluray,2014,19-Jan,16,new,The Spectacular Now,"10,347",,"10,347","$162,456 ","$162,456 ",1
Comb,2014,19-Jan,16,-,Ambush At Dark Canyon,"40,977",-,"40,977","$452,386 ","$452,386 ",1
dvd,2014,19-Jan,16,7,Man of Steel,"29,380",-58%,"2,049,260","$364,312 ","$36,496,191 ",10
bluray,2014,19-Jan,17,17,RED 2,"9,701",-39%,"691,507","$193,534 ","$7,690,096 ",8
Comb,2014,19-Jan,17,-,MURPH: The Protector,"40,836",-,"141,818","$431,292 ","$1,500,783 ",2
dvd,2014,19-Jan,17,17,The Hobbit: An Unexpected Journey,"28,646",-33%,"3,295,987","$357,216 ","$24,044,760 ",44
bluray,2014,19-Jan,18,11,Mary Poppins,"9,320",-53%,"261,826","$278,376 ","$7,037,731 ",826
Comb,2014,19-Jan,18,-,Man of Steel,"39,918",-,"4,907,753","$569,490 ","$95,688,903 ",10
dvd,2014,19-Jan,18,14,Burn Notice: Season Seven,"28,393",-39%,"193,665","$961,955 ","$5,838,690 ",5
bluray,2014,19-Jan,19,-,One Direction: This is Us,"9,188",29%,"297,243","$189,002 ","$6,768,682 ",5
Comb,2014,19-Jan,19,-,Elysium,"39,663",-,"1,337,641","$831,438 ","$27,946,226 ",5
dvd,2014,19-Jan,19,15,Prisoners,"27,842",-37%,"454,147","$429,324 ","$7,209,841 ",5
bluray,2014,19-Jan,20,9,Don Jon,"8,989",-72%,"98,380","$178,699 ","$1,786,849 ",3
Comb,2014,19-Jan,20,-,The Hobbit: An Unexpected Journey,"37,423",-,"6,439,598","$582,179 ","$102,257,812 ",44
dvd,2014,19-Jan,20,11,The Wolverine,"26,978",-53%,"1,858,452","$511,503 ","$29,820,182 ",7
Comb,2014,19-Jan,21,-,RED 2,"34,934",-,"2,109,151","$571,020 ","$29,314,956 ",8
dvd,2014,19-Jan,21,16,The Family,"26,949",-38%,"444,048","$403,157 ","$6,642,958 ",5
Comb,2014,19-Jan,22,-,Prisoners,"34,866",-,"657,406","$597,405 ","$11,973,272 ",5
dvd,2014,19-Jan,22,21,Insidious Chapter 2,"26,717",-33%,"309,304","$497,738 ","$2,969,192 ",4
Comb,2014,19-Jan,23,-,The Family,"34,320",-,"654,615","$549,763 ","$10,484,636 ",5
dvd,2014,19-Jan,23,20,The Smurfs 2,"26,648",-34%,"949,408","$406,648 ","$16,365,768 ",7
Comb,2014,19-Jan,24,-,Insidious Chapter 2,"33,213",-,"456,496","$638,961 ","$4,127,371 ",4
dvd,2014,19-Jan,24,25,Disney Planes,"25,806",-27%,"2,245,238","$515,088 ","$39,497,640 ",9
Comb,2014,19-Jan,25,-,The Smurfs 2,"32,509",-,"1,429,635","$531,897 ","$26,968,832 ",7
dvd,2014,19-Jan,25,19,RED 2,"25,233",-38%,"1,417,644","$377,486 ","$21,624,860 ",8
Comb,2014,19-Jan,26,-,Turbo,"30,912",-,"3,222,771","$609,964 ","$61,651,553 ",10
dvd,2014,19-Jan,26,-,Turbo,"25,227",-17%,"2,149,310","$519,063 ","$38,679,171 ",10
Comb,2014,19-Jan,27,-,Disney Planes,"29,787",-,"3,492,353","$589,610 ","$65,560,803 ",9
dvd,2014,19-Jan,27,24,Doc Martin: Series 6,"23,665",-34%,"336,847","$804,373 ","$8,517,184 ",6
Comb,2014,19-Jan,28,-,Monsters University,"29,570",-,"5,621,140","$660,320 ","$113,888,011 ",12
dvd,2014,19-Jan,28,13,Elysium,"23,494",-53%,"665,818","$429,470 ","$12,045,345 ",5
Comb,2014,19-Jan,29,-,Don Jon,"29,543",-,"281,156","$486,187 ","$4,392,509 ",3
dvd,2014,19-Jan,29,23,We're the Millers,"23,334",-35%,"1,637,440","$466,213 ","$26,315,013 ",9
Comb,2014,19-Jan,30,-,One Direction: This is Us,"29,209",-,"879,148","$588,621 ","$17,750,128 ",5
dvd,2014,19-Jan,30,30,Monsters University,"22,431",-28%,"2,977,963","$447,723 ","$51,047,362 ",12
bluray,2014,26-Jan,1,new,Captain Phillips,"275,106",,"275,106","$6,561,278 ","$6,561,278 ",1
dvd,2014,26-Jan,1,new,Captain Phillips,"352,147",,"352,147","$6,335,125 ","$6,335,125 ",1
Comb,2014,26-Jan,1,-,Captain Phillips,"627,253",-,"627,253","$12,896,403 ","$12,896,403 ",1
bluray,2014,26-Jan,2,1,Riddick,"69,734",-77%,"367,675","$1,667,337 ","$8,543,815 ",2
dvd,2014,26-Jan,2,1,Lee Daniels' The Butler,"218,514",-60%,"761,980","$3,961,659 ","$13,901,652 ",2
Comb,2014,26-Jan,2,-,Lee Daniels' The Butler,"270,143",-,"963,211","$5,148,613 ","$18,595,280 ",2
bluray,2014,26-Jan,3,new,Machete Kills,"52,028",,"52,028","$1,202,888 ","$1,202,888 ",1
dvd,2014,26-Jan,3,new,No se Aceptan Devoluciones,"177,676",,"177,676","$2,302,681 ","$2,302,681 ",1
Comb,2014,26-Jan,3,-,No se Aceptan Devoluciones,"210,763",-,"210,763","$2,879,387 ","$2,879,387 ",1
bluray,2014,26-Jan,4,2,Lee Daniels' The Butler,"51,629",-65%,"201,231","$1,186,954 ","$4,693,628 ",2
dvd,2014,26-Jan,4,2,Riddick,"113,219",-65%,"436,081","$2,259,851 ","$8,135,940 ",2
Comb,2014,26-Jan,4,-,Riddick,"182,953",-,"803,756","$3,927,188 ","$16,679,755 ",2
bluray,2014,26-Jan,5,4,Despicable Me 2,"37,469",-18%,"5,032,935","$748,639 ","$100,594,512 ",7
dvd,2014,26-Jan,5,5,Despicable Me 2,"75,726",-17%,"5,235,652","$1,286,585 ","$88,610,531 ",7
Comb,2014,26-Jan,5,-,Despicable Me 2,"113,195",-,"10,268,587","$2,035,224 ","$189,205,043 ",7
bluray,2014,26-Jan,6,new,No se Aceptan Devoluciones,"33,087",,"33,087","$576,706 ","$576,706 ",1
dvd,2014,26-Jan,6,new,Machete Kills,"60,013",,"60,013","$1,079,634 ","$1,079,634 ",1
Comb,2014,26-Jan,6,-,Machete Kills,"112,041",-,"112,041","$2,282,522 ","$2,282,522 ",1
bluray,2014,26-Jan,7,3,Carrie,"23,929",-69%,"100,366","$433,349 ","$1,854,308 ",2
dvd,2014,26-Jan,7,3,Carrie,"46,843",-59%,"159,775","$702,177 ","$2,395,027 ",2
Comb,2014,26-Jan,7,-,Carrie,"70,772",-,"260,141","$1,135,526 ","$4,249,335 ",2
bluray,2014,26-Jan,8,new,RoboCop,"22,325",,"22,325","$298,930 ","$298,930 ","1,103"
dvd,2014,26-Jan,8,6,Duck Dynasty: Season 4,"44,508",-44%,"373,481","$591,066 ","$3,878,621 ",3
Comb,2014,26-Jan,8,-,Fruitvale Station,"49,449",-,"181,187","$798,324 ","$2,919,502 ",2
bluray,2014,26-Jan,9,8,Percy Jackson: Sea of Monsters,"16,633",-21%,"893,034","$415,157 ","$21,383,382 ",6
dvd,2014,26-Jan,9,new,The Starving Games,"40,719",,"40,719","$724,798 ","$724,798 ",1
Comb,2014,26-Jan,9,-,Percy Jackson: Sea of Monsters,"48,118",-,"2,073,224","$1,043,598 ","$40,823,028 ",6
bluray,2014,26-Jan,10,9,Fast and Furious 6,"15,123",-28%,"2,789,547","$489,518 ","$68,013,093 ",7
dvd,2014,26-Jan,10,4,Fruitvale Station,"38,032",-62%,"137,861","$570,100 ","$2,096,485 ",2
Comb,2014,26-Jan,10,-,Duck Dynasty: Season 4,"46,057",-,"389,678","$613,354 ","$4,104,488 ",3
bluray,2014,26-Jan,11,new,Blue Jasmine,"14,955",,"14,955","$356,671 ","$356,671 ",1
dvd,2014,26-Jan,11,new,Cloud 9,"35,683",,"35,683","$533,818 ","$533,818 ",1
Comb,2014,26-Jan,11,-,Fast and Furious 6,"45,679",-,"5,544,887","$1,008,664 ","$114,825,551 ",7
bluray,2014,26-Jan,12,11,The Lone Ranger,"13,995",-25%,"808,360","$281,292 ","$18,497,537 ",6
dvd,2014,26-Jan,12,11,Percy Jackson: Sea of Monsters,"31,485",-20%,"1,180,190","$628,441 ","$19,439,646 ",6
Comb,2014,26-Jan,12,-,Blue Jasmine,"43,989",-,"43,989","$903,962 ","$903,962 ",1
bluray,2014,26-Jan,13,13,The Wolverine,"13,208",-18%,"1,860,207","$263,100 ","$38,138,645 ",8
dvd,2014,26-Jan,13,7,You're Next,"30,760",-60%,"108,253","$430,332 ","$1,460,214 ",2
Comb,2014,26-Jan,13,-,The Starving Games,"40,719",-,"40,719","$724,798 ","$724,798 ",1
bluray,2014,26-Jan,14,5,Riddick: The Complete Collection,"13,092",-66%,"51,300","$516,753 ","$2,041,250 ",2
dvd,2014,26-Jan,14,12,Fast and Furious 6,"30,556",-21%,"2,755,340","$519,146 ","$46,812,458 ",7
Comb,2014,26-Jan,14,-,You're Next,"40,056",-,"153,582","$597,564 ","$2,255,861 ",2
bluray,2014,26-Jan,15,-,Prometheus,"11,739",509%,"1,255,942","$130,653 ","$23,377,222 ",68
dvd,2014,26-Jan,15,new,Blue Jasmine,"29,034",,"29,034","$547,291 ","$547,291 ",1
Comb,2014,26-Jan,15,-,The Lone Ranger,"38,518",-,"1,872,152","$671,698 ","$37,510,889 ",6
bluray,2014,26-Jan,16,12,Elysium,"11,623",-28%,"683,447","$288,837 ","$16,189,718 ",6
dvd,2014,26-Jan,16,15,The Lone Ranger,"24,523",-29%,"1,063,792","$390,406 ","$19,013,352 ",6
Comb,2014,26-Jan,16,-,Cloud 9,"35,683",-,"35,683","$533,818 ","$533,818 ",1
bluray,2014,26-Jan,17,7,Fruitvale Station,"11,417",-64%,"43,326","$228,224 ","$823,017 ",2
dvd,2014,26-Jan,17,16,Man of Steel,"24,516",-17%,"2,073,776","$370,437 ","$36,866,627 ",11
Comb,2014,26-Jan,17,-,The Wolverine,"35,608",-,"3,741,059","$683,996 ","$68,379,723 ",8
bluray,2014,26-Jan,18,-,Skyfall,"10,751",987%,"2,508,321","$182,769 ","$50,744,211 ",50
dvd,2014,26-Jan,18,-,The Internship,"23,663",2714%,"386,853","$127,780 ","$5,759,139 ",14
Comb,2014,26-Jan,18,-,Man of Steel,"31,927",-,"4,939,680","$514,884 ","$96,203,786 ",11
bluray,2014,26-Jan,19,-,The Smurfs 2,"9,819",68%,"490,046","$209,832 ","$10,812,896 ",8
dvd,2014,26-Jan,19,13,MURPH: The Protector,"23,530",-34%,"147,694","$234,359 ","$1,471,032 ",3
Comb,2014,26-Jan,19,-,RED 2,"31,289",-,"2,140,440","$507,317 ","$29,822,273 ",9
bluray,2014,26-Jan,20,-,Don Jon,"9,665",8%,"108,045","$192,137 ","$1,978,986 ",4
dvd,2014,26-Jan,20,25,RED 2,"23,393",-7%,"1,441,037","$349,959 ","$21,974,819 ",9
Comb,2014,26-Jan,20,-,RoboCop,"30,678",-,"30,678","$298,930 ","$298,930 ","1,103"
dvd,2014,26-Jan,21,20,The Wolverine,"22,400",-17%,"1,880,852","$420,896 ","$30,241,078 ",8
Comb,2014,26-Jan,21,-,The Smurfs 2,"30,664",-,"1,460,299","$522,299 ","$27,491,130 ",8
dvd,2014,26-Jan,22,19,Prisoners,"21,009",-25%,"475,156","$316,396 ","$7,526,237 ",6
Comb,2014,26-Jan,22,-,Elysium,"29,755",-,"1,367,397","$613,762 ","$28,559,989 ",6
dvd,2014,26-Jan,23,23,The Smurfs 2,"20,845",-22%,"970,253","$312,467 ","$16,678,234 ",8
